# setname	status	fps_no_present	driver_file	drc	fallback	title
newxpang	SEGV		misc/vamphalf.cpp	e132xs	-	New Cross Pang (set 1)
nightmare	ROMFAIL		efo/nightmare.cpp	-	-	Night Mare (Spain)
nouryoku	ROMFAIL		nmk/nmk16.cpp	-	mame4all	Nouryoku Koujou Iinkai
omegaf	ROMFAIL		upl/ninjakd2.cpp	-	mame4all	Omega Fighter (set 1)
opwolf3	ROMFAIL		taito/slapshot.cpp	-	-	Operation Wolf 3 (World)
pasha2	SEGV		misc/pasha2.cpp	e132xs	-	Pasha Pasha 2
pitnrun	ROMFAIL		taito/pitnrun.cpp	-	-	Pit & Run - F-1 Race (rev 1)
plgirls2	ROMFAIL		taito/taito_l.cpp	-	mame4all	Play Girls 2 (Europe)
polystar	ROMFAIL		konami/konamim2.cpp	dspp/powerpc	-	Tobe! Polystars (ver JAA)
poosho	SEGV		misc/vamphalf.cpp	e132xs	-	Poosho Poosho
ppcar	TIMEOUT		acorn/ssfindo.cpp	-	-	Pang Pang Car
ppd	ROMFAIL		konami/firebeat.cpp	powerpc	-	ParaParaDancing
puzznic	ROMFAIL		taito/taito_l.cpp	-	mame4all	Puzznic (World)
qgh	TIMEOUT		sega/segas24.cpp	-	-	Quiz Ghost Hunter (Japan, ROM Based)
qrouka	TIMEOUT		sega/segas24.cpp	-	-	Quiz Rouka Ni Tattenasai (Japan, ROM Based)
quiz18k	SEGV		vsystem/welltris.cpp	-	-	Miyasu Nonki no Quiz 18-Kin
quizard	ROMFAIL		philips/cdi.cpp	-	-	Quizard (v1.8, German, i8751 DE 11 D3)
quizmeku	TIMEOUT		sega/segas24.cpp	-	-	Quiz Mekurumeku Story (Japan, ROM Based)
rambo3	ROMFAIL		taito/taito_b.cpp	-	mame4all	Rambo III (Europe)
roadriot	ROMFAIL		atari/atarig42.cpp	-	-	Road Riot 4WD (04 Dec 1991, conversion kit)
sb2003	SEGV		misc/limenko.cpp	e132xs	-	Super Bubble 2003 (World, Ver 1.0)
sdmg2	ROMFAIL		igs/igs017.cpp	-	-	Chaoji Da Manguan II (China, V765C)
shimpact	ROMFAIL		williams/midyunit.cpp	-	mame4all	Super High Impact (rev LA2 10/22/91)
sltpcycl	ROMFAIL		gaelco/gaelco2.cpp	-	-	Pro Cycle Tele Cardioline (Salter fitness bike, V.1.0, checksum 02AB)
sltpstep	ROMFAIL		gaelco/gaelco2.cpp	-	-	Pro Stepper Tele Cardioline (Salter fitness stepper, V.1.0, checksum 2B83)
smashtv	ROMFAIL		williams/midyunit.cpp	-	mame4all	Smash T.V. (rev 8.00)
smsjoker	ROMFAIL		misc/smsmcorp.cpp	-	-	Joker Poker With Hi-Lo Double-Up (version HL-DLX-T-021286)
snowboar	ROMFAIL		gaelco/gaelco2.cpp	-	-	Snow Board Championship (version 2.1)
solarq	TIMEOUT		cinematronics/cinemat.cpp	-	mame4all	Solar Quest (rev 10 8 81)
solitaire	SEGV		misc/vamphalf.cpp	e132xs	-	Solitaire (version 2.5)
solvalou	ROMFAIL		namco/namcos21_c67.cpp	-	-	Solvalou (SV1, Japan)
spacewar	TIMEOUT		cinematronics/cinemat.cpp	-	mame4all	Space Wars
spacfury	TIMEOUT		sega/segag80v.cpp	-	mame4all	Space Fury (revision C)
speedfrk	TIMEOUT		cinematronics/cinemat.cpp	-	mame4all	Speed Freak
splash	ROMFAIL		gaelco/splash.cpp	-	mame4all	Splash! (ver. 1.3, checksum E7BEF3FA, World)
spotty	SEGV		misc/limenko.cpp	e132xs	-	Spotty (Ver. 2.0.2)
sprint4	TIMEOUT		atari/sprint4.cpp	-	-	Sprint 4 (Rev 03)
ssfindo	TIMEOUT		acorn/ssfindo.cpp	-	-	See See Find Out
sshot	ROMFAIL		modelracing/sshot.cpp	-	-	Super Shot (set 1)
starblad	ROMFAIL		namco/namcos21_c67.cpp	-	-	Starblade (ST2, World)
suplup	SEGV		misc/vamphalf.cpp	e132xs	-	Super Lup Lup Puzzle / Zhuan Zhuan Puzzle (version 4.0 / 990518)
thoop2	ROMFAIL		gaelco/thoop2.cpp	-	-	TH Strikes Back (non North America, version 1.0, checksum 020EB356)
topland	ROMFAIL		taito/taitoair.cpp	-	-	Top Landing (World)
touchgo	ROMFAIL		gaelco/gaelco2.cpp	-	-	Touch and Go (World, checksum 059D0235)
toyland	SEGV		misc/vamphalf.cpp	e132xs	-	Toy Land Adventure
triplhnt	ROMFAIL		atari/triplhnt.cpp	-	-	Triple Hunt
truco	ROMFAIL		misc/truco.cpp	-	-	Truco-Tron
turrett	ROMFAIL		namco/turrett.cpp	mips	-	Turret Tower - The Enemy Has Arrived
valkyrie	ROMFAIL		namco/namcos2.cpp	-	mame4all	Valkyrie no Densetsu (Japan)
vamphalf	SEGV		misc/vamphalf.cpp	e132xs	-	Vamf x1/2 (Europe, version 1.1.0908)
virtpool	ROMFAIL		itech/iteagle.cpp	mips	-	Virtual Pool
welltris	SEGV		vsystem/welltris.cpp	-	-	Welltris (World?, 2 players)
wivernwg	SEGV		misc/vamphalf.cpp	e132xs	-	Wivern Wings
worldadv	SEGV		misc/vamphalf.cpp	e132xs	-	World Adventure
wrally	ROMFAIL		gaelco/wrally.cpp	-	-	World Rally Championship (version 1.0, checksum DE0D, 08 Nov 1993)
wrally2	ROMFAIL		gaelco/gaelco2.cpp	-	-	World Rally 2: Twin Racing (version 20-07, checksum B1B8)
x2222	SEGV		promat/gstream.cpp	e132xs	-	X2222 (final debug?)
zektor	TIMEOUT		sega/segag80v.cpp	-	mame4all	Zektor (revision B)
